Account #,City,Client
6009,ROSEVILLE,BOMBAY BISTRO****
6010,SACRAMENTO,TAPA THE WORLD
6011,YUBA CITY,NEW EARTH MARKET
6012,WOODLAND,TAQUERIA GUADALAJARA
6013,DAVIS,TAQUERIA DAVIS
6014,VALLEJO,TAQUERIA EL BURRITO****
6015,KINGS BEACH,LA MEXICANA MARKET
6016,FAIR OAKS,DADS KITCHEN
6017,DAVIS,TAQUERIA GUADALAJARA #3
6018,RIO VISTA,TACQUERIA MEXICO
6019,YUBA CITY,TAQUERIA GUADALAJARA
6020,WOODLAND,WAL MART #5606 SODA
6021,WEST SACRAMENTO,CLOUD 9
6022,NORTH HIGHLANDS,TAQUERIA EL PORTAL**********
6023,VACAVILLE,TAQUERIA EL TEJABAN
6024,DIXON,TAQUERIA JALISCO
6025,GALT,TAQUERIA EL RODEO #2
6026,UC DAVIS,SILO UNION
6027,ROSEVILLE,CIRCLE K 76
6028,SOUTH LAKE TAHO,7 ELEVEN STORE #17970 COD
6029,YUBA CITY,PANADERIA FLORES****
6030,YUBA CITY,TAQHERIA EL CAMINO**********
6031,SACRAMENTO,CORNERSTONE CAFE & BAR
6032,LINCOLN,LOS GALLOS TAQUERIA
6033,ROSEVILLE,TARGET #0267
6034,RANCHO CORDOVA,TARGET #2463
6035,SACRAMENTO,TARGET #0310
6036,SACRAMENTO,TARGET #0311
6037,SACRAMENTO,TARGET #0312
6038,VALLEJO,TARGET #0331
6039,WOODLAND,TARGET #0277 *****
6040,ELK GROVE,TARGET #1025
6041,VACAVILLE,TARGET #0827
6042,FAIRFIELD,TARGET #0675
6043,FOLSOM,TARGET #1098
6044,CITRUS HEIGHTS,TARGET #1121
6045,YUBA CITY,TARGET #0318
6046,SACRAMENTO,CABIN THE
6047,YUBA CITY,NEW BIG JOHNS BAR & GRILL
6048,SUISUN CITY,7 ELEVEN STORE #39189 COD
6049,SACRAMENTO,OLD TAVERN BAR & GRILL******
6050,SACRAMENTO,MASULLO
6051,SACRAMENTO,CHIPOTLE MEXICAN GRILL
6052,SACRAMENTO,TAYLOR'S MARKET
6053,ROSEVILLE,TAYLOR ROAD SHELL #51
6054,SACRAMENTO,TEA CUP HOUSE
6055,SACRAMENTO,K A SMOKE SHOP
6056,AUBURN,BEACH HUT DELI
6057,SACRAMENTO,TEAL BEND GOLF CLUB
6058,DAVIS,TRUDY'S*********************
6059,RANCHO CORDOVA,TELEDYNE INC CAFE
6060,SACRAMENTO,TEMP ONE DAY LICENSE
6061,CITRUS HEIGHTS,TENDER TOUCH BEV CATERING***
6062,CITRUS HEIGHTS,TENTH INNING********
6063,CHILCOOT,GOODWIN'S GENERAL STORE
6064,SO LAKE TAHOE,TEP'S VILLA ROMA
6065,LIVE OAK,TACOS AZTECA
6066,CARMICHAEL,EL PALMAR RESTUARANT
6067,JACKSON,TERESA'S PLACE
6068,CITRUS HEIGHTS,WAL MART #4759
6069,PLACERVILLE,TERIYAKI JUNCTION
6070,FAIRFIELD,TERIYAKI KITCHEN************
6071,ELK GROVE,7 ELEVEN STORE #41229
6072,CARMICHAEL,FAIR OAKS MINI MARKET VALERO
6073,VALLEJO,H LOUNGE
6074,SACRAMENTO,BLACKBIRD KITCHEN & BAR
6075,FAIRFIELD,SMD PETROLEUM***************
6076,SACRAMENTO,TEXAS WEST BARBEQUE
6077,ROSEVILLE,THAI BASIL
6078,SACRAMENTO,THAI BASIL RESTAURANT***
6079,SACRAMENTO,KING'S SPIRITS III
6080,FAIR OAKS,TAKIENG THAI CUISINE********
6081,SACRAMENTO,POT AVENUE
6082,SACRAMENTO,STOCKTON GRILL & BURGER
6083,FOLSOM,THAI SIAM RESTAURANT********
6084,CAMERON PARK,THAI BASIL RESTAURANT*******
6085,NORTH HIGHLANDS,THANKS A LATTE**************
6086,GRANITE BAY,SUSIE'S COUNTRY OAKS CAFE
6087,ROCKLIN,ZORRO'S VILLA ROSA******
6088,VALLEJO,GUANAJUATO MARKET
6089,SACRAMENTO,THEE UPPER CRUST PIZZA
6090,POLLOCK PINES,THIRTEEN MILE POST
6091,SACRAMENTO,33RD STREET BISTRO
6092,NORTH HIGHLANDS,CHEAPER CIGARETTES FOREVER
6093,SAN FRANCISCO,MARINAS CAFE
6094,CORDELIA,THOMPSON'S CORNER SALOON
6095,VALLEJO,VILLAGE MARKET
6096,CAMERON PARK,PIZZA FACTORY
6097,SACRAMENTO,THREE SISTERS
6098,OREGON HOUSE,LAKE OF THE SPRINGS
6099,GRASS VALLEY,HOT SPOT SMOKE SHOP
6100,SACRAMENTO,RITE AID #06082*************
6101,BENICIA,RITE AID #05910
6102,SUISUN CITY,RITE AID #05941
6103,SACRAMENTO,RITE AID #06076
6104,SACRAMENTO,RITE AID #06075*****
6105,AUBURN,RITE AID #06042
6106,GRASS VALLEY,RITE AID #06089
6107,SUISUN CITY,EL TAPATIO CAFE*************
6108,SACRAMENTO,RITE AID #06081
6109,CITRUS HEIGHTS,RITE AID #06046*************
6110,KINGS BEACH,RITE AID #06106
6111,PLACERVILLE,RITE AID #06057
6112,WINTERS,TIENDA DELICIOUS
6113,LIVE OAK,TIFF'S GAS MART
6114,ROSEVILLE,PAUL MARTIN'S AMERICAN BISTR
6115,IONE,TILLY'S CLUB
6116,SACRAMENTO,POST OAK BARBECUE
6117,FAIR OAKS,7 ELEVEN STORE #34677 COD
6118,YUBA CITY,TIM'S MINI MART
6119,EL DORADO HILLS,EARLY TOAST MIMOSA HOUSE
6120,PLACERVILLE,GOLDEN DRAGON
6121,SACRAMENTO,TINKU'S MARKET
6122,CITRUS HEIGHTS,SHAKERS
6123,SACRAMENTO,CHINA TASTE
6124,AUBURN,TIO PEPE #2
6125,SACRAMENTO,TIPP'S & SHAKES
6126,ELK GROVE,TODO UN POCO****************
6127,BENICIA,VILLA DELICATESSEN
6128,GRASS VALLEY,TOFANELLIS GOLD COUNTRY BIST
6129,SUISUN CITY,SMOKE 4 LESS****************
6130,RANCHO CORDOVA,LA BOU #223
6131,ROSEVILLE,WISE BUYS $9.98 OR LESS
6132,FOLSOM,LA BOU #231
6133,SACRAMENTO,TAQUERIA LOS CAMPADRES
6134,VACAVILLE,SPROUTS FARMERS MARKET 432
6135,SACRAMENTO,FRESH & EASY MARKET #1148***
6136,DAVIS,PREETHI CUISINE
6137,SACRAMENTO,PIZZA GUYS #105
6138,ROSEVILLE,FLOUR DUST PIZZA COMPANY
6139,DAVIS,I LOVE SUSHI
6140,FOLSOM,DIL CORPORATION
6141,RANCHO MURIETA,LOCAL BEAN CAFE
6142,ROCKLIN,7 ELEVEN STORE #35877 SODA
6143,ELK GROVE,KINTARO
6144,RANCHO CORDOVA,TONG'S FOOD & BEVERAGE
6145,SACRAMENTO,INDIA OVEN 2
6146,SACRAMENTO,TONY BALONEY'S #3
6147,SACRAMENTO,TONY'S DELICATESSEN
6148,CITRUS HEIGHTS,TONY'S LIQUOR & DELI
6149,SACRAMENTO,TONY'S MARKET
6150,RIO LINDA,7 ELEVEN STORE #23615 COD
6151,WALNUT GROVE,TONY'S PLACE
6152,SACRAMENTO,RESIDENCE INN BY MARRIOTT
6153,SACRAMENTO,FAST STOP FOOD STORE
6154,GOLD RIVER,7 ELEVEN STORE #39207
6155,ROSEVILLE,STANFORD RANCH SHELL #53****
6156,RANCHO CORDOVA,ZINFANDEL SHELL #3
6157,SACRAMENTO,TORCH CLUB
6158,ELK GROVE,ELK GROVE TOYOTA SERVICE****
6159,PLACERVILLE,TORTILLA FLATS
6160,LINCOLN,MEXICAN DELI
6161,AMADOR CITY,SMALL TOWN WINE BAR
6162,NORTH HIGHLANDS,TOUCH OF BRITAIN
6163,SACRAMENTO,7 ELEVEN STORE #35351 COD
6164,TRUCKEE,"TOURIST CLUB, THE"
6165,TRUCKEE,TREAT BOX BAKERY
6166,SACRAMENTO,TOWER CAFE
6167,SACRAMENTO,TOWER LIQUORS
6168,VALLEJO,WE KNOW SMOKE & CONVENIENCE
6169,VACAVILLE,VALERO
6170,SACRAMENTO,BONFARE MARKET #40
6171,CITRUS HEIGHTS,TOWER MART #077*************
6172,ROCKLIN,ROCKLIN FOOD MART
6173,WEST SACRAMENTO,POPLAR FOOD & LIQUOR
6174,SACRAMENTO,ONE STOP MARKET
6175,DIXON,DIXON FOOD LIQUOR
6176,ELVERTA,ELVERTA FOOD & LIQUOR
6177,SACRAMENTO,A 1 LIQUOR
6178,DIAMOND SPRINGS,TOWER MART #182
6179,FOLSOM,DISCOUNT FOOD & LIQUOR
6180,SUISUN CITY,TOWER MART #099
6181,DIXON,DIXON VALERO
6182,SACRAMENTO,TOWN MART LIQUOR & GAS
6183,CITRUS HEIGHTS,AM/PM MINI MART #83402
6184,OLIVEHURST,TOWER MART #060
6185,WOODLAND,TOWER MART #125
6186,WEST SACRAMENTO,TOWER MART #120
6187,CORDELIA,TOWER MART #086
6188,VALLEJO,TOWER MART #016
6189,NORTH HIGHLANDS,TOWER MART #132
6190,WINTERS,TOWN & COUNTRY MARKET
6191,SO LAKE TAHOE,LAKE TAHOE SCHOOL WAREHOUSE
6192,SACRAMENTO,STARLITE**************
6193,VALLEJO,TOWN HOUSE LOUNGE
6194,ROSEVILLE,TRADER JOES #080
6195,ALTA,ALTA STORE
6196,SACRAMENTO,TRADER JOES #070
6197,FAIR OAKS,TRADER JOES #071
6198,VALLEJO,SZECHUAN CHINESE CUISINE
6199,SACRAMENTO,"TRAP, THE"
6200,ROSEVILLE,ISLANDS FINE BURGERS & DRINK
6201,FAIRFIELD,TRAVIS CHEVRON
6202,SACRAMENTO,WAL MART #5192 SODA
6203,TRAVIS AFB,TRAVIS BX STORE
6204,TRAVIS AFB,TRAVIS AFB CLASS 6
6205,VACAVILLE,TAFB CYPRESS LAKES GOLF
6206,TRAVIS AFB,TRAVIS COMMISSARY
6207,TRAVIS AFB,TRAVIS AFB SHOPPETTE
6208,TRAVIS AFB,TRAVIS HOSPITAL STORE
6209,TRUCKEE,MELLOW FELLOW
6210,SACRAMENTO,BEYOND NAPA WINE
6211,AUBURN,LOCAL HEROES OF AUBURN
6212,ROCKLIN,7 ELEVEN STORE #35994 SODA
6213,SACRAMENTO,TRES HERMANAS
6214,ROSEVILLE,JOHNNY'S QUICK STOP MARKET**
6215,RANCHO CORDOVA,AM/PM MINI MART #83262
6216,SACRAMENTO,KS CIGARETTES & MINI MART
6217,SACRAMENTO,FIREFLY LOUNGE
6218,SACRAMENTO,X O LOUNGE
6219,PLEASANT GROVE,BEACH HUT DELI
6220,ROSEVILLE,"ROSE ROOM, THE**************"
6221,ROSEVILLE,LAND OCEAN RESTAURANT
6222,TRUCKEE,TRUCKEE BAGEL COMPANY
6223,TRUCKEE,ALPINE CLUB
6224,TRUCKEE,TRUCKEE SHELL
6225,SACRAMENTO,CAPITOL GROCERY
6226,SACRAMENTO,TRUXEL ROAD SHELL #55
6227,NEVADA CITY,TRUFFEL SHOP
6228,ROSEVILLE,TSING TAO
6229,ROSEVILLE,ROSEVILLE COURTYARD INN 2
6230,SACRAMENTO,BOILING CRAB
6231,SOUTH LAKE TAHO,MACDUFF'S PUB
6232,ROSEVILLE,WHOLE FOODS MARKET
6233,CARMICHAEL,TUGBOAT FISH & CHIPS
6234,FAIR OAKS,TUGBOAT FISH & CHIPS
6235,FAIR OAKS,M MART**********************
6236,RANCHO CORDOVA,TUGBOAT FISH & CHIPS #4
6237,SACRAMENTO,HAWK PROVISIONS & PUBLIC HSE
6238,RANCHO CORDOVA,TUMBLEWEED INN
6239,RIO LINDA,TUMMY'S SUB SHOP
6240,SACRAMENTO,PANDA WOK CHINESE CUISINE
6241,LINCOLN,TURKEY CREEK GOLF CLUB
6242,PENN VALLEY,TUSCANNY GARDENS CAFE
6243,SACRAMENTO,CISCO'S MARKET
6244,SOUTH LAKE TAHO,TURN 3 **************
6245,SACRAMENTO,21ST AMENDMENT LIQUOR
6246,SACRAMENTO,LA SUPERIOR MERCADOS
6247,GALT,LAS ISLITAS
6248,LINCOLN,CATTA VERDERA COUNTRY CLUB
6249,SACRAMENTO,ANNIE'S CAFE
6250,AUBURN,TWIN DRAGON
6251,AUBURN,FLAMES RESTAURANT & TAPHOUSE
6252,SACRAMENTO,CHEVRON #1754
6253,FOLSOM,JACK'S URBAN EATS #4
6254,SACRAMENTO,B SIDE
6255,SACRAMENTO,S P LIQUORS
6256,DAVIS,ASUCD COFFEE HOUSE
6257,SACRAMENTO,NATOMAS FOOD & LIQUOR
6258,SACRAMENTO,ALLORA
6259,SACRAMENTO,PREGAME BURGERS AND BEER****
6260,SACRAMENTO,GOLDEN ONE ARENA
6261,VALLEJO,UNCLE SAM
6262,GRASS VALLEY,UNCLE SONNY'S
6263,COLFAX,COLFAX FOOD & GAS
6264,TRUCKEE,TRUCKEE RIVER RV
6265,FAIRFIELD,UNION FOOD & LIQUOR
6266,BENICIA,UNION HOTEL
6267,ELK GROVE,7 ELEVEN STORE #39573
6268,RANCHO CORDOVA,COLOMA SMOKESHACK****
6269,ROCKLIN,CHINA VILLA 88
6270,SACRAMENTO,MEADOWVIEW CHEVRON
6271,SACRAMENTO,PRICE CUTTER MARKET
6272,TRUCKEE,MI PUEBLITO MARKET
6273,BROWNS VALLEY,BROWNS VALLEY ONE STOP
6274,SACRAMENTO,MANA JAPANESE RESTAURANT****
6275,SACRAMENTO,AKEBONO II
6276,WOODLAND,CENADURIA EL PORTAL*********
6277,EL DORADO HILLS,EL DORADO SALOON & GRILL
6278,CAMERON PARK,CVS PHARMACY #6793 - BEER***
6279,SACRAMENTO,GROCERY OUTLET #81
6280,CARMICHAEL,URBANO'S MEXICAN RESTAURANT
6281,SACRAMENTO,WESTERN REFINING #68197
6282,CARMICHAEL,ALL STAR GASOLINE VALERO ***
6283,VALLEJO,S & S LIQUORS
6284,KINGS BEACH,SPINDLESHANKS AMERICAN BISTR
6285,VACAVILLE,REGGIE'S ISLAND GRILL
6286,VACAVILLE,COST PLUS WORLD MARKET #368
6287,VACAVILLE,VACAVILLE FOOD & LIQUOR
6288,VACAVILLE,7 ELEVEN STORE #14155 COD
6289,YUBA CITY,DEUCES COCKTAIL LOUNGE*****
6290,VACAVILLE,TOM YUM GOONG THAI CUISINE
6291,VACAVILLE,7 ELEVEN STORE #39555A
6292,VACAVILLE,VACAVILLE U-SAVE LIQUORS
6293,VACAVILLE,VACAVILLE VETERANS****
6294,DAVIS,VITALITY VENDING
6295,VALLEJO,VALS HERITAGE LIQUOR
6296,SACRAMENTO,SLICE OF BROADWAY***********
6297,PENRYN,VALENCIA CLUB****
6298,OLIVEHURST,PLUMAS STOP & SHOP II
6299,VALLEJO,VAL'S WAGON WHEEL LIQUORS
6300,SACRAMENTO,PLAYERZ BAR & GRILL****
6301,SACRAMENTO,MO DU RANG
6302,VALLEJO,RANCHO VIEJO RESTAURANT
6303,SACRAMENTO,ELIANA'S CAFE***************
6304,SACRAMENTO,VALLEJO'S RESTAURANT
6305,SACRAMENTO,VALLEJO'S CANTINA***********
6306,VALLEJO,VALLEJO YACHT CLUB****
6307,VACAVILLE,VALLEY FOODS ****
6308,DIXON,VALLEY GRILL***************
6309,WALNUT GROVE,DELTA FOOD & FUEL
6310,RIO LINDA,TAQUERIA MI LINDO APATZINGAN
6311,DAVIS,VALLEY WINE CO*********
6312,ELK GROVE,VALLEY-HI COUNTRY CLUB
6313,SACRAMENTO,VALLEY HIGH SCHOOL
6314,VALLEJO,STOP N SAVE
6315,VALLEJO,VALLE VISTA BOWL****
6316,VALLEJO,VAL NAP
6317,AUBURN,TARGET #1097
6318,BLAIRSDEN,PLUMAS PINES GOLF RESORT
6319,FAIRFIELD,JJ FISH & CHICKEN***********
6320,REDDING,UNIVERSITY MARKET
6321,ELK GROVE,VINE SPIRITS****************
6322,ROSEVILLE,VERNON STREET GRILL
6323,SACRAMENTO,WAL MART #6530 CALYPSO
6324,ORANGEVALE,VETERANS OF FOREIGN WARS****
6325,YUBA CITY,VFW YUBA CITY POST #2563****
6326,IONE,VFW IONE POST #8254
6327,GEORGETOWN,VETERANS OF FOREIGN WARS
6328,SACRAMENTO,VETERANS OF F W POST 85***
6329,FAIR OAKS,VETERANS OF FOREIGN WARS
6330,FOLSOM,VETERANS OF FOREIGN WARS
6331,ANTELOPE,VETERANS OF FOREIGN WARS
6332,SACRAMENTO,VETERANS OF FOREIGN WARS
6333,SACRAMENTO,VETERANS OF FOREIGN WARS
6334,WEST SACRAMENTO,VETERANS OF FOREIGN WARS
6335,WEST SACRAMENTO,VETERANS OF FOREIGN WARS
6336,FAIRFIELD,SMOKE SHOP N MORE
6337,WOODLAND,VFW WOODLAND POST #1985
6338,SACRAMENTO,DEL VALLE FOOD CENTER
6339,SACRAMENTO,SF SUPERMARKET
6340,FOLSOM,VIC'S SUPERMARKET
6341,SUISUN CITY,724 EMPIRE*************
6342,FAIRFIELD,MI SAZON TAQUERIA
6343,ROSEVILLE,CALIFORNIA PIZZA KITCHEN
6344,PINE GROVE,PINE GROVE PIZZA
6345,ISLETON,VIEIRA'S RESORT
6346,RANCHO CORDOVA,SUITE NINE
6347,SACRAMENTO,VIENTOS MEXICANO COCINA
6348,SACRAMENTO,VIET HA RESTAURANT
6349,SACRAMENTO,"GATEWAY BAR, THE"
6350,PIONEER,CREEKSIDE RESTAURANT********
6351,VACAVILLE,VILLA CORONA
6352,GRASS VALLEY,VILLA VENEZIA
6353,FAIR OAKS,VILLAGE BISTRO
6354,VALLEJO,RAUL'S VILLAGE LOUNGE ****
6355,RANCHO CORDOVA,METRO CITY SOCCER
6356,SACRAMENTO,JENSAI SUSHI
6357,NICOLAUS,VERONA VILLAGE STORE********
6358,PINE GROVE,LAS MINAS MEXICAN RESTAURANT
6359,SACRAMENTO,VILLAGE MARKET & DELI
6360,VALLEJO,"VILLAGE MARKET, THE"
6361,TRUCKEE,VILLAGE PIZZERIA
6362,WEST SACRAMENTO,OPPORTUNITY CRUISES  NEW
6363,WEST SACRAMENTO,VINCE'S RESTORANTE
6364,ELK GROVE,MARU RAMEN BAR
6365,WOODLAND,VINCE'S RESTAURANT
6366,RANCHO CORDOVA,SUNRISE FOOD & LIQUOR
6367,LINCOLN,SIINO'S PASTA GRILL
6368,SACRAMENTO,VINH PHAT SUPERMARKET
6369,SACRAMENTO,MS GARDEN
6370,CAMERON PARK,VINEYARD LIQUORS
6371,SACRAMENTO,TAQUERIA MY JALISCO
6372,SACRAMENTO,VINTAGE INTL NETWORK
6373,SACRAMENTO,PIZZA SUPREME BEING
6374,SACRAMENTO,PLUTO'S
6375,SUISUN CITY,VIRGIL'S BAIT SHOP
6376,FOLSOM,BIDWELL FOLSOM STORE
6377,VALLEJO,U KNOW SMOKE SHOP
6378,SACRAMENTO,VISTA NUEVA HIGH SCHOOL
6379,SACRAMENTO,CLOUD 9
6380,SACRAMENTO,YUME SUSHI BUFFET****
6381,SACRAMENTO,CENTERPLATE
6382,ORANGEVALE,WA ME
6383,TRUCKEE,NEW MOON NATURAL FOODS
6384,VACAVILLE,WAH SHINE RESTAURANT
6385,SACRAMENTO,BEACH HUT DELI
6386,FOLSOM,CIRO'S PIZZA CAFE
6387,WOODLAND,WALGREENS #4107
6388,ORANGEVALE,WALGREENS #4414
6389,CHICO,WALGREENS #13000
6390,SACRAMENTO,WALGREENS #4170
6391,VALLEJO,WALGREENS #2575
6392,SACRAMENTO,WALGREENS #4136
6393,VALLEJO,WALGREENS #3171
6394,FAIRFIELD,WALGREENS #1940
6395,VACAVILLE,WALGREENS #2644
6396,BENICIA,7 ELEVEN STORE #37947
6397,MARYSVILLE,WALGREENS #2277
6398,SACRAMENTO,7 ELEVEN STORE #34492 COD
6399,YUBA CITY,WALGREENS #0993
6400,WALNUT GROVE,WALNUT GROVE MARKET ****
6401,ELK GROVE,BURGERIM
6402,FOLSOM,CHICAGO FIRE
6403,ELK GROVE,WAL MART #1697
6404,VACAVILLE,WAL MART #1704
6405,FOLSOM,WAL MART #1760
6406,SACRAMENTO,DOWNTOWN & VINE
6407,ANTELOPE,WAL MART #1881
6408,YUBA CITY,WAL MART #1903
6409,ROSEVILLE,MR SUBS*********************
6410,SACRAMENTO,WAL MART #2598
6411,CITRUS HEIGHTS,LART'S CHEVRON
6412,GRASS VALLEY,"WAREHOUSE DELI, THE"
6413,RANCHO CORDOVA,SOHO SUSHI EXPRESS
6414,YUBA CITY,WINCO FOODS #26
6415,CHICO,WINCO FOODS #25
6416,FOLSOM,PITAK KITPITAK
6417,YUBA CITY,WARREN'S MARKET
6418,CITRUS HEIGHTS,WASABI HOUSE
6419,WASHINGTON,WASHINGTON GENERAL STORE
6420,WASHINGTON,WASHINGTON HOTEL
6421,BENICIA,KINDER'S CUSTOM MEATS & DELI
6422,YUBA CITY,WASHINGTON MARKET
6423,SACRAMENTO,CAFE LA BOCA****
6424,SACRAMENTO,"WATERBOY, THE"
6425,SOUTH LAKE TAHO,X CROWS BBQ
6426,TAHOE CITY,"WATER WHEEL, THE"
6427,SACRAMENTO,RAGING WATERS SACRAMENTO
6428,SACRAMENTO,ZIGATO'S BAR & GRILL****
6429,SACRAMENTO,ASTRO AM/PM
6430,YUBA CITY,CARLITOS MEXICAN
6431,SACRAMENTO,CITI LANE INC
6432,KNIGHTS LANDING,WAYSIDE GROCERY
6433,SACRAMENTO,GENERAL STORE & DELI
6434,WEIMAR,WEIMAR COUNTRY STORE
6435,SACRAMENTO,"WIENERY, THE********"
6436,SACRAMENTO,WENELLI'S PIZZA
6437,BENICIA,7 ELEVEN STORE #37947 SODA
6438,WILLOWS,WAL MART #2053
6439,ROSEVILLE,WEST HOUSE BAR & HOTEL
6440,HOMEWOOD,WEST SHORE CAFE
6441,SACRAMENTO,BURGER LOUNGE
6442,WEST SACRAMENTO,7 ELEVEN STORE #33646B
6443,WEST SACRAMENTO,DRAKE'S BREWING CO.
6444,VALLEJO,FRONT ROOM AT THE WHARF
6445,KIRKWOOD,7800 BAR & GRILL
6446,RANCHO CORDOVA,FAMOUS BURGERS
6447,ELK GROVE,SATORI JAPANESE RESTAURANT
6448,ROCKLIN,WHITNEY OAKS GOLF CLUB
6449,ROCKLIN,BLAST 825 PIZZA
6450,CARMICHAEL,MARITIME SEAFOOD & GRILL****
6451,GALT,WHOLEY RAVIOLI
6452,WOODLAND,WAL MART #2190
6453,AUBURN,BURGERIM
6454,SACRAMENTO,WELCO SUPERMARKET
6455,CHESTER,LOCKER ROOM
6456,YUBA CITY,WILBUR MARKET
6457,TRUCKEE,WILD CHERRIES COFFEE HOUS
6458,CARMICHAEL,FAIR OAKDS LIQUOR BARN
6459,WINTERS,JJ'S SALOON ****
6460,SACRAMENTO,CENTERPLATE
6461,VACAVILLE,WILD OATES COUNTRY STORE
6462,VACAVILLE,WILD OATES SALOON
6463,SIERRA CITY,BUCKHORN AND MOUNTAIN CREEK
6464,SACRAMENTO,WILL C WOOD SCHOOL
6465,SACRAMENTO,WILLAIM DAYLOR HIGH SCHOOL
6466,CARMICHAEL,"BLIND PIG, THE"
6467,SACRAMENTO,LOCALIS
6468,VACAVILLE,WAL MART #5608 SODA
6469,SACRAMENTO,SILVER GARDEN
6470,NEVADA CITY,WILLOW
6471,ROSEVILLE,7 ELEVEN STORE #36476 SODA
6472,WOODLAND,WILLOW OAK GROCERY
6473,WILTON,WILTON STORE
6474,RIO VISTA,RIO VISTA MARKET************
6475,ANTELOPE,WINCO FOODS #36
6476,ELK GROVE,WINCO FOODS #37
6477,CITRUS HEIGHTS,"WINE CONSULTANT, THE"
6478,AUBURN,OLD TOWN PIZZA
6479,FOLSOM,PIEOLOGY
6480,PLACERVILLE,"WINE SMITH, THE"
6481,SACRAMENTO,WINGFUNG TONG****
6482,SACRAMENTO,JACK'S URBAN EATS #3
6483,SACRAMENTO,WING WA SUPERMARKET
6484,SACRAMENTO,CAFE COLONIAL
6485,AUBURN,ANYTIME FITNESS
6486,WINTERS,FAST & EASY MART #54 CHEVRON
6487,WINTERS,WINTERS COUNTRY MARKET
6488,KINGS BEACH,LOG CABIN CAFFE
6489,DAVIS,UNCLE VITO SLICE OF NY
6490,TAHOE CITY,WOLFDALE'S
6491,SO LAKE TAHOE,WOMACK'S BBQ****************
6492,CITRUS HEIGHTS,WONDERFUL CHINESE REST
6493,GRASS VALLEY,"POUR HOUSE, THE"
6494,NORTH HIGHLANDS,WONG'S CANTON RESTAURANT
6495,SACRAMENTO,7 ELEVEN STORE #33315 COD
6496,ROSEVILLE,WOK N BOWL ASIAN RESTAURANT
6497,TRUCKEE,WONG'S GARDEN RESTAURANT
6498,SACRAMENTO,HONG KONG ISLANDER
6499,SACRAMENTO,7 ELEVEN STORE #39572
6500,RANCHO CORDOVA,MOUNTAIN MIKE'S PIZZA
6501,ROSEVILLE,AM/PM MINI MART #81936
6502,WOODFORDS,WOODFORDS JUNCTION CAFE*****
6503,WOODLAND,CIRCLE K #2655618
6504,WOODLAND,WOODLAND HIGH SCHOOL
6505,WOODLAND,WOODLAND JOINT UNIFIED
6506,SACRAMENTO,POKE NOKE
6507,DAVIS,WOODSTOCK'S PIZZA
6508,SACRAMENTO,1 STOP LIQUOR & WINE********
6509,SACRAMENTO,PEARL ON THE RIVER**********
6510,LOOMIS,WOODY'S MARKET & DELI
6511,VALLEJO,COMBAT FITNESS
6512,SACRAMENTO,WORLD WINES & LIQUOR
6513,SACRAMENTO,GOURMET WRAPS****
6514,GEORGETOWN,WORTON'S MARKET
6515,SACRAMENTO,XIONG MARKET
6516,SACRAMENTO,SOUTHERN SOUL RESTAURANT
6517,ELK GROVE,"WRANGLER, THE"
6518,AUBURN,AUBURN THAI GARDEN RESTAURAN
6519,VALLEJO,YAMAMOTO MARKET****
6520,SACRAMENTO,CAPITOL BEER & TAP ROOM
6521,TAHOE CITY,STEAMERS BEACH SIDE BAR
6522,VALLEJO,WAL MART #5609 SODA
6523,SACRAMENTO,YEE CHEONG RESTAURANT*******
6524,VACAVILLE,XPEDX**************
6525,VACAVILLE,YEN KING
6526,PLACERVILLE,MILLCREEK MARKET
6527,SACRAMENTO,BLUE HOUSE RESTAURANT
6528,SACRAMETNO,AA TASTY KITCHEN
6529,WEST SACRAMENTO,DISCOUNT CIGARETTE
6530,WOODLAND,YOLO FLYERS CLUB
6531,YOLO,YOLO MINI MART
6532,ROSEVILLE,LA PROVENCE
6533,WOODLAND,YOLO TRANSIT
6534,SACRAMENTO,7 ELEVEN STORE #39572 COD
6535,SACRAMENTO,TAQUERIA SANTOS LAGUNA
6536,PILOT HILL,HART 2 HART VINEYARDS
6537,YUBA CITY,HWY 20 GAS*******
6538,YUBA CITY,YUBA CITY HEALTHY & RACQU
6539,MARYSVILLE,YUBA COLLEGE
6540,MARYSVILLE,YUBA FOOD & LIQUOR
6541,SACRAMENTO,CALIFORNIA MARKET
6542,YUBA CITY,YUBA PLAZA SHELL****
6543,ROSEVILLE,BOURBONS & MORE LIQUORS
6544,FOLSOM,LOTUS 8 ASIAN CUISINE
6545,ROSEVILLE,MERCADO LOCO****
6546,PLACERVILLE,Z PIES PLACERVILLE*********
6547,ORANGEVALE,Z'S MARKET*****************
6548,PENN VALLEY,BARBER SHOP
6549,KIRKWOOD,KIRKWOOD MOUNTAIN RESORT
6550,SACRAMENTO,ZAMIRI'S
6551,REDDING,NOR-CAL HYDRO GARDENS
6552,SACRAMENTO,ZEBRA CLUB
6553,LINCOLN,ZEBRA TOWN DELI & MARKET
6554,SACRAMENTO,MR PICKLES
6555,SACRAMENTO,ZELDA'S
6556,EL DORADO HILLS,HOP HOUSE
6557,SUTTER CREEK,THOMI'S COFFEE & EATERY*****
6558,DUTCH FLAT,SIERRA SUPER STOP #13
6559,SACRAMENTO,CHIPOTLE MEXICAN GRILL
6560,WEST SACRAMENTO,BRODERICK RESTURANT
6561,ELK GROVE,INDIA KITCHEN
